# Capture histories exported from 'OVpossumCH' 
# Sun Feb 03 4:05:25 p.m. 2019 
# Session ID Occasion Detector Sex Ageclass 
53 1452 4 3072 2 2
53 1287 5 3072 1 2
53 1469 2 3075 2 2
53 1469 3 3075 2 2
53 1554 4 3075 1 2
53 1469 1 3378 2 2
53 1730 4 3378 2 1
53 1730 2 3681 2 1
53 1507 5 3681 2 2
53 1536 2 3984 2 2
53 1536 3 3984 2 2
53 1507 4 3984 2 2
53 1543 5 3984 1 2
53 1543 1 3981 1 2
53 1507 2 3981 2 2
53 1543 4 3981 1 2
53 1409 2 4284 1 2
53 1397 5 4284 2 2
53 1423 5 4584 1 2
53 1397 2 4581 2 2
53 1397 4 4581 2 2
53 1536 1 4281 2 2
53 1624 2 4281 1 2
53 1397 3 4281 2 2
53 1469 4 4281 2 2
53 1536 5 4281 2 2
53 1572 2 3978 2 2
53 1525 3 3978 2 2
53 1703 4 3978 2 1
53 1468 1 3975 1 2
53 1572 3 3975 2 2
53 1525 4 3975 2 2
53 1572 5 3975 2 2
53 1452 2 3675 2 2
53 1507 3 3675 2 2
53 1572 4 3675 2 2
53 1471 5 3675 2 2
53 1287 1 3672 1 2
53 1287 3 3672 1 2
53 1471 4 3672 2 2
53 1484 1 3972 1 2
53 1491 4 3972 1 2
54 1330 1 5157 1 2
54 1584 5 5157 1 2
54 1494 4 5457 2 2
54 1531 5 5457 1 2
54 1584 1 5454 1 2
54 1531 2 5454 1 2
54 1494 3 5454 2 2
54 1531 1 5751 1 2
54 1494 2 5751 2 2
54 1689 4 5751 1 1
54 1635 2 5754 2 2
54 1716 5 5754 1 2
54 1307 3 5757 1 2
54 1244 4 5757 2 2
54 1244 5 6057 2 2
54 1716 1 6054 1 2
54 1635 4 6054 2 2
54 1635 1 6051 2 2
54 1603 1 6351 2 2
54 1599 3 6351 2 2
54 7712 5 6351 1 2
54 1309 2 6651 1 2
54 1022 2 6951 1 2
54 7712 1 7251 1 2
54 1603 2 7251 2 2
54 1739 3 7251 1 1
54 1731 1 7254 2 2
54 1603 3 6654 2 2
54 1503 3 7260 1 2
54 1661 2 7263 2 2
54 7700 5 7263 2 2
54 1593 2 6960 2 2
54 1603 5 6960 2 2
54 1603 4 6657 2 2
54 1309 5 6657 1 2
54 1590 1 6660 2 2
54 1532 5 6660 1 2
54 1538 1 6663 2 2
54 1590 2 6663 2 2
54 1593 4 6663 2 2
54 1590 5 6663 2 2
54 1593 3 6963 2 2
54 1517 1 7266 2 2
54 1736 2 7266 2 2
54 1698 4 7266 2 2
54 1626 1 7269 2 2
54 1620 2 7269 2 2
54 1517 5 7269 2 2
54 1593 1 6966 2 2
54 8574 2 6666 2 2
54 1629 5 6666 2 2
54 1629 1 6969 2 2
54 1459 4 6969 1 2
54 1463 1 7272 2 2
54 1564 4 7272 1 2
54 9911 1 6972 2 2
54 1463 5 6972 2 2
54 1459 1 6669 1 2
54 1459 3 6669 1 2
54 1538 4 6669 2 2
54 1643 1 6672 2 2
54 1596 2 6672 1 2
54 9911 4 6672 2 2
54 1441 5 6672 2 2
54 1596 5 6675 1 2
54 1663 1 6381 1 2
54 1324 3 6381 1 2
54 1443 4 6381 2 2
54 1649 5 6381 2 2
54 1685 1 6384 2 2
54 1324 2 6384 1 2
54 1649 3 6384 2 2
54 1649 4 6384 2 2
54 1685 5 6384 2 2
54 1324 1 6681 1 2
54 1663 5 6681 1 2
54 1319 1 6981 1 2
54 1645 5 6981 1 2
54 1609 2 7281 2 2
54 1609 4 7281 2 2
54 1706 5 7281 1 1
54 1645 1 7278 1 2
54 1645 2 7278 1 2
54 1645 4 7278 1 2
54 1732 5 7278 2 2
54 1463 2 6978 2 2
54 1463 3 6978 2 2
54 1645 3 7275 1 2
54 1463 4 7275 2 2
54 1626 5 7275 2 2
54 1564 1 6975 1 2
54 1596 4 6975 1 2
54 1470 3 5766 2 2
54 1479 1 5769 1 2
54 1630 2 5769 2 2
54 1479 4 5772 1 2
54 1218 1 5775 2 2
54 1479 2 5775 1 2
54 1479 3 5775 1 2
54 1621 1 5475 1 2
54 1218 3 5475 2 2
54 1625 5 5475 1 2
54 1602 2 5472 2 2
54 1528 1 5469 2 2
54 1618 4 5469 2 2
54 1630 5 5469 2 2
54 1473 1 5466 1 2
54 1555 3 5466 2 2
54 1473 3 5166 1 2
54 1630 4 5166 2 2
54 1413 2 5169 2 2
54 1711 3 5169 2 1
54 1528 4 5169 2 2
54 1602 5 5169 2 2
54 1405 1 5172 1 2
54 1621 2 5172 1 2
54 9921 1 5175 1 2
54 7508 2 5175 2 2
54 1218 4 5175 2 2
54 1553 2 4875 1 2
54 1637 5 4875 2 2
54 1476 1 4872 1 2
54 1476 5 4872 1 2
54 1413 1 4869 2 2
54 1429 2 4869 2 2
54 1711 5 4869 2 1
54 1630 1 4866 2 2
54 1528 2 4866 2 2
54 1429 3 4866 2 2
54 1618 5 4866 2 2
54 1264 1 4863 2 2
54 1341 2 4863 2 2
54 1495 1 4563 2 2
54 8482 2 4563 1 2
54 1278 3 4563 2 2
54 1172 1 4566 1 2
54 1589 3 4566 2 2
54 1429 5 4566 2 2
54 1429 1 4569 2 2
54 1484 2 4569 1 2
54 1429 4 4569 2 2
54 1525 1 4572 2 2
54 1708 2 4572 2 1
54 8916 5 4572 1 2
54 1553 1 4575 1 2
54 1553 3 4575 1 2
54 1208 4 4575 1 2
54 1640 5 4575 1 2
54 1208 1 4578 1 2
54 1208 2 4578 1 2
54 1553 4 4578 1 2
54 7508 1 4878 2 2
54 1637 2 4878 2 2
54 1469 4 4878 2 2
54 1553 5 4878 1 2
54 1383 1 5178 2 2
54 1383 2 5178 2 2
54 1383 3 5178 2 2
54 1383 4 5178 2 2
54 1383 5 5178 2 2
54 1625 1 5478 1 2
54 1218 2 5478 2 2
54 7508 5 5478 2 2
54 1686 1 5778 1 2
54 1439 3 5778 1 2
54 1649 2 6078 2 2
54 1643 5 6078 2 2
54 1439 1 6075 1 2
54 1481 2 6075 2 2
54 1643 2 6072 2 2
54 1439 4 6072 1 2
54 1479 5 6072 1 2
54 1318 1 6069 2 2
54 1538 3 6069 2 2
54 1614 1 6066 2 2
54 1614 2 6066 2 2
54 1614 3 6066 2 2
54 1614 4 6066 2 2
54 1614 5 6066 2 2
54 1470 2 6063 2 2
54 1470 5 6063 2 2
54 1555 1 5463 2 2
54 8564 2 5463 1 2
54 1244 3 5463 2 2
54 1555 4 5463 2 2
54 1728 5 5463 2 1
54 1555 2 5163 2 2
54 1341 3 5163 2 2
54 1341 1 4860 2 2
54 1419 3 4860 2 2
54 1419 2 4560 2 2
54 1677 3 4560 2 2
54 1278 4 4560 2 2
54 1677 5 4560 2 2
54 1707 1 4263 2 1
54 1278 2 4263 2 2
54 1300 5 4263 1 2
54 1589 4 4266 2 2
54 8482 1 4269 1 2
54 1172 4 4269 1 2
54 1589 5 4269 2 2
54 1484 3 4272 1 2
54 1640 1 4275 1 2
54 1468 2 4275 1 2
54 1525 4 4278 2 2
54 1469 1 4881 2 2
54 1409 2 4881 1 2
54 9921 4 4881 1 2
54 1469 5 4881 2 2
54 7508 4 4884 2 2
54 9921 2 5181 1 2
54 9921 3 5181 1 2
54 9921 5 5181 1 2
54 1471 1 5481 2 2
54 1686 2 5481 1 2
54 1471 5 5481 2 2
54 1686 4 5781 1 2
54 1284 3 6081 1 2
54 1649 1 6378 2 2
54 1441 3 6378 2 2
54 1596 1 6375 1 2
54 1471 2 6375 2 2
54 1643 4 6375 2 2
54 1439 5 6375 1 2
54 1481 1 6372 2 2
54 1459 2 6372 1 2
54 8916 2 6369 1 2
54 1459 5 6369 1 2
54 1532 1 6366 1 2
54 1538 2 6366 2 2
54 8574 3 6366 2 2
54 1470 4 6366 2 2
54 1470 1 6363 2 2
54 8574 4 6363 2 2
54 1590 4 6360 2 2
54 1244 2 5760 2 2
54 1264 2 5460 2 2
54 1531 3 5460 1 2
54 1555 5 5460 2 2
54 1530 2 5160 2 2
54 1531 4 5160 1 2
54 1494 5 5160 2 2
54 1300 2 4257 1 2
54 1419 4 4857 2 2
54 1418 3 5154 2 2
54 1689 5 5154 1 1
54 1330 5 5451 1 2
54 1330 3 5151 1 2
54 1689 2 4851 1 1
54 7724 5 4851 2 2
54 1707 3 4551 2 1
54 1704 1 4554 1 2
54 7724 1 4854 2 2
54 1598 3 4254 1 2
54 1598 4 4254 1 2
54 8912 2 4251 2 2
54 1660 1 3951 1 2
54 1737 4 3951 1 2
54 1660 5 3951 1 2
54 8912 3 3954 2 2
54 1704 4 3954 1 2
54 1598 5 3954 1 2
54 1691 1 3651 2 2
54 1502 3 3651 1 2
54 8912 4 3651 2 2
54 8912 5 3651 2 2
54 1502 1 3351 1 2
54 1691 2 3351 2 2
54 1691 4 3351 2 2
54 1691 3 3051 2 2
54 1691 5 3051 2 2
54 1295 4 3054 1 2
54 8912 1 2754 2 2
54 1295 5 2754 1 2
54 1580 3 3060 2 2
54 1295 3 3057 1 2
54 1598 1 3354 1 2
54 1295 2 3354 1 2
54 1502 5 3354 1 2
54 1295 1 3654 1 2
54 1598 2 3654 1 2
54 1502 4 3654 1 2
54 1665 5 3654 2 2
54 1219 1 3657 1 2
54 8488 2 3657 1 2
54 1665 3 3657 2 2
54 1219 4 3657 1 2
54 1704 5 3657 1 2
54 1665 1 3957 2 2
54 1704 3 3957 1 2
54 1219 5 3957 1 2
54 1580 1 3357 2 2
54 1219 3 3357 1 2
54 1665 4 3357 2 2
54 1696 1 3360 2 1
54 1219 2 3360 1 2
54 1545 3 3360 1 2
54 1580 4 3360 2 2
54 1545 5 3360 1 2
54 1453 1 3363 1 2
54 1390 2 3363 1 2
54 1696 3 3363 2 1
54 1198 5 3363 1 2
54 1580 2 3660 2 2
54 1545 4 3660 1 2
54 1696 5 3660 2 1
54 1677 2 3960 2 2
54 1489 4 3960 2 2
54 1278 1 3663 2 2
54 1453 3 3663 1 2
54 1696 4 3663 2 1
54 1390 5 3663 1 2
54 1423 2 3963 1 2
54 8482 4 3963 1 2
54 1583 5 3963 1 2
54 1198 1 3666 1 2
54 1395 2 3666 1 2
54 1708 5 3666 2 1
54 1583 2 3966 1 2
54 1495 4 3966 2 2
54 1413 5 3966 2 2
54 1589 1 3969 2 2
54 1495 2 3969 2 2
54 1423 3 3969 1 2
54 1172 5 3969 1 2
54 1495 3 3669 2 2
54 1421 5 3366 2 2
54 1421 4 3369 2 2
54 1146 1 3372 1 2
54 1421 2 3372 2 2
54 1488 3 3372 1 2
54 1488 1 3069 1 2
54 1421 3 3069 2 2
54 1488 4 3069 1 2
54 1146 2 3066 1 2
54 1198 3 3066 1 2
54 1198 4 3063 1 2
54 1452 2 3072 2 2
54 1452 4 3072 2 2
54 1554 1 3075 1 2
54 1452 5 3075 2 2
54 1730 5 3378 2 1
54 1507 3 3681 2 2
54 1624 2 3984 1 2
54 1536 3 3984 2 2
54 1543 4 3984 1 2
54 1536 1 3981 2 2
54 1543 2 3981 1 2
54 1572 4 3981 2 2
54 1543 5 3981 1 2
54 1397 2 4284 2 2
54 1572 3 4284 2 2
54 1397 5 4284 2 2
54 1397 3 4584 2 2
54 1469 2 4581 2 2
54 1469 3 4581 2 2
54 1397 1 4281 2 2
54 1572 2 4281 2 2
54 1397 4 4281 2 2
54 1572 1 3978 2 2
54 1703 2 3978 2 1
54 1525 3 3978 2 2
54 1530 4 3978 2 2
54 1525 5 3978 2 2
54 1468 1 3975 1 2
54 1287 2 3975 1 2
54 1703 3 3975 2 1
54 1468 4 3975 1 2
54 1703 5 3975 2 1
54 1287 1 3675 1 2
54 1554 4 3675 1 2
54 1536 5 3675 2 2
54 1452 1 3672 2 2
54 1287 5 3672 1 2
54 1589 2 3972 2 2
