"x" "y" "forest"
"1316" 2674972.734375 5982611.015625 "nonbeech"
"1317" 2674983.515625 5982611.015625 "nonbeech"
"1318" 2674994.296875 5982611.015625 "nonbeech"
"1319" 2675005.078125 5982611.015625 "nonbeech"
"1320" 2675015.859375 5982611.015625 "nonbeech"
"1321" 2675026.640625 5982611.015625 "nonbeech"
"1322" 2675037.421875 5982611.015625 "nonbeech"
"1323" 2675048.203125 5982611.015625 "nonbeech"
"1324" 2675058.984375 5982611.015625 "nonbeech"
"1325" 2675069.765625 5982611.015625 "nonbeech"
"1326" 2675080.546875 5982611.015625 "nonbeech"
"1327" 2675091.328125 5982611.015625 "nonbeech"
"1328" 2675102.109375 5982611.015625 "nonbeech"
"1329" 2675112.890625 5982611.015625 "nonbeech"
"1330" 2675123.671875 5982611.015625 "beech"
"1331" 2675134.453125 5982611.015625 "beech"
"1332" 2675145.234375 5982611.015625 "beech"
"1333" 2675156.015625 5982611.015625 "beech"
"1334" 2675166.796875 5982611.015625 "beech"
"1335" 2675177.578125 5982611.015625 "beech"
"1336" 2675188.359375 5982611.015625 "beech"
"1337" 2675199.140625 5982611.015625 "beech"
"1338" 2675209.921875 5982611.015625 "beech"
"1339" 2675220.703125 5982611.015625 "beech"
"1340" 2675231.484375 5982611.015625 "beech"
"1341" 2675242.265625 5982611.015625 "beech"
"1342" 2675253.046875 5982611.015625 "nonbeech"
"1343" 2675263.828125 5982611.015625 "nonbeech"
"1344" 2675274.609375 5982611.015625 "nonbeech"
"1354" 2674692.421875 5982621.796875 "nonbeech"
"1355" 2674703.203125 5982621.796875 "nonbeech"
"1356" 2674713.984375 5982621.796875 "nonbeech"
"1357" 2674724.765625 5982621.796875 "nonbeech"
"1358" 2674735.546875 5982621.796875 "nonbeech"
"1359" 2674746.328125 5982621.796875 "nonbeech"
"1360" 2674757.109375 5982621.796875 "nonbeech"
"1361" 2674767.890625 5982621.796875 "nonbeech"
"1362" 2674778.671875 5982621.796875 "nonbeech"
"1363" 2674789.453125 5982621.796875 "nonbeech"
"1364" 2674800.234375 5982621.796875 "nonbeech"
"1365" 2674811.015625 5982621.796875 "nonbeech"
"1366" 2674821.796875 5982621.796875 "nonbeech"
"1367" 2674832.578125 5982621.796875 "nonbeech"
"1368" 2674843.359375 5982621.796875 "nonbeech"
"1369" 2674854.140625 5982621.796875 "nonbeech"
"1370" 2674864.921875 5982621.796875 "nonbeech"
"1371" 2674875.703125 5982621.796875 "nonbeech"
"1372" 2674886.484375 5982621.796875 "nonbeech"
"1373" 2674897.265625 5982621.796875 "nonbeech"
"1374" 2674908.046875 5982621.796875 "nonbeech"
"1375" 2674918.828125 5982621.796875 "nonbeech"
"1376" 2674929.609375 5982621.796875 "nonbeech"
"1377" 2674940.390625 5982621.796875 "nonbeech"
"1378" 2674951.171875 5982621.796875 "nonbeech"
"1379" 2674961.953125 5982621.796875 "nonbeech"
"1380" 2674972.734375 5982621.796875 "nonbeech"
"1381" 2674983.515625 5982621.796875 "nonbeech"
"1382" 2674994.296875 5982621.796875 "nonbeech"
"1383" 2675005.078125 5982621.796875 "nonbeech"
"1384" 2675015.859375 5982621.796875 "nonbeech"
"1385" 2675026.640625 5982621.796875 "nonbeech"
"1386" 2675037.421875 5982621.796875 "nonbeech"
"1387" 2675048.203125 5982621.796875 "nonbeech"
"1388" 2675058.984375 5982621.796875 "nonbeech"
"1389" 2675069.765625 5982621.796875 "nonbeech"
"1390" 2675080.546875 5982621.796875 "nonbeech"
"1391" 2675091.328125 5982621.796875 "nonbeech"
"1392" 2675102.109375 5982621.796875 "nonbeech"
"1393" 2675112.890625 5982621.796875 "nonbeech"
"1394" 2675123.671875 5982621.796875 "beech"
"1395" 2675134.453125 5982621.796875 "beech"
"1396" 2675145.234375 5982621.796875 "beech"
"1397" 2675156.015625 5982621.796875 "beech"
"1398" 2675166.796875 5982621.796875 "beech"
"1399" 2675177.578125 5982621.796875 "beech"
"1400" 2675188.359375 5982621.796875 "beech"
"1401" 2675199.140625 5982621.796875 "beech"
"1402" 2675209.921875 5982621.796875 "beech"
"1403" 2675220.703125 5982621.796875 "beech"
"1404" 2675231.484375 5982621.796875 "nonbeech"
"1405" 2675242.265625 5982621.796875 "nonbeech"
"1406" 2675253.046875 5982621.796875 "nonbeech"
"1407" 2675263.828125 5982621.796875 "nonbeech"
"1408" 2675274.609375 5982621.796875 "nonbeech"
"1419" 2674703.203125 5982632.578125 "nonbeech"
"1420" 2674713.984375 5982632.578125 "nonbeech"
"1421" 2674724.765625 5982632.578125 "nonbeech"
"1422" 2674735.546875 5982632.578125 "nonbeech"
"1423" 2674746.328125 5982632.578125 "nonbeech"
"1424" 2674757.109375 5982632.578125 "nonbeech"
"1425" 2674767.890625 5982632.578125 "nonbeech"
"1426" 2674778.671875 5982632.578125 "nonbeech"
"1427" 2674789.453125 5982632.578125 "nonbeech"
"1428" 2674800.234375 5982632.578125 "nonbeech"
"1429" 2674811.015625 5982632.578125 "nonbeech"
"1430" 2674821.796875 5982632.578125 "nonbeech"
"1431" 2674832.578125 5982632.578125 "nonbeech"
"1432" 2674843.359375 5982632.578125 "nonbeech"
"1433" 2674854.140625 5982632.578125 "nonbeech"
"1434" 2674864.921875 5982632.578125 "nonbeech"
"1435" 2674875.703125 5982632.578125 "nonbeech"
"1436" 2674886.484375 5982632.578125 "nonbeech"
"1437" 2674897.265625 5982632.578125 "nonbeech"
"1438" 2674908.046875 5982632.578125 "nonbeech"
"1439" 2674918.828125 5982632.578125 "nonbeech"
"1440" 2674929.609375 5982632.578125 "nonbeech"
"1441" 2674940.390625 5982632.578125 "nonbeech"
"1442" 2674951.171875 5982632.578125 "nonbeech"
"1443" 2674961.953125 5982632.578125 "nonbeech"
"1444" 2674972.734375 5982632.578125 "nonbeech"
"1445" 2674983.515625 5982632.578125 "nonbeech"
"1446" 2674994.296875 5982632.578125 "nonbeech"
"1447" 2675005.078125 5982632.578125 "nonbeech"
"1448" 2675015.859375 5982632.578125 "nonbeech"
"1449" 2675026.640625 5982632.578125 "nonbeech"
"1450" 2675037.421875 5982632.578125 "nonbeech"
"1451" 2675048.203125 5982632.578125 "nonbeech"
"1452" 2675058.984375 5982632.578125 "nonbeech"
"1453" 2675069.765625 5982632.578125 "nonbeech"
"1454" 2675080.546875 5982632.578125 "nonbeech"
"1455" 2675091.328125 5982632.578125 "nonbeech"
"1456" 2675102.109375 5982632.578125 "nonbeech"
"1457" 2675112.890625 5982632.578125 "nonbeech"
"1458" 2675123.671875 5982632.578125 "beech"
"1459" 2675134.453125 5982632.578125 "beech"
"1460" 2675145.234375 5982632.578125 "beech"
"1461" 2675156.015625 5982632.578125 "beech"
"1462" 2675166.796875 5982632.578125 "beech"
"1463" 2675177.578125 5982632.578125 "beech"
"1464" 2675188.359375 5982632.578125 "beech"
"1465" 2675199.140625 5982632.578125 "beech"
"1466" 2675209.921875 5982632.578125 "beech"
"1467" 2675220.703125 5982632.578125 "nonbeech"
"1468" 2675231.484375 5982632.578125 "nonbeech"
"1469" 2675242.265625 5982632.578125 "nonbeech"
"1470" 2675253.046875 5982632.578125 "nonbeech"
"1471" 2675263.828125 5982632.578125 "nonbeech"
"1472" 2675274.609375 5982632.578125 "nonbeech"
"1483" 2674703.203125 5982643.359375 "nonbeech"
"1484" 2674713.984375 5982643.359375 "nonbeech"
"1485" 2674724.765625 5982643.359375 "nonbeech"
"1486" 2674735.546875 5982643.359375 "nonbeech"
"1487" 2674746.328125 5982643.359375 "nonbeech"
"1488" 2674757.109375 5982643.359375 "nonbeech"
"1489" 2674767.890625 5982643.359375 "nonbeech"
"1490" 2674778.671875 5982643.359375 "nonbeech"
"1491" 2674789.453125 5982643.359375 "nonbeech"
"1492" 2674800.234375 5982643.359375 "nonbeech"
"1493" 2674811.015625 5982643.359375 "nonbeech"
"1494" 2674821.796875 5982643.359375 "nonbeech"
"1495" 2674832.578125 5982643.359375 "nonbeech"
"1496" 2674843.359375 5982643.359375 "nonbeech"
"1497" 2674854.140625 5982643.359375 "nonbeech"
"1498" 2674864.921875 5982643.359375 "nonbeech"
"1499" 2674875.703125 5982643.359375 "nonbeech"
"1500" 2674886.484375 5982643.359375 "nonbeech"
"1501" 2674897.265625 5982643.359375 "nonbeech"
"1502" 2674908.046875 5982643.359375 "nonbeech"
"1503" 2674918.828125 5982643.359375 "nonbeech"
"1504" 2674929.609375 5982643.359375 "nonbeech"
"1505" 2674940.390625 5982643.359375 "nonbeech"
"1506" 2674951.171875 5982643.359375 "nonbeech"
"1507" 2674961.953125 5982643.359375 "nonbeech"
"1508" 2674972.734375 5982643.359375 "nonbeech"
"1509" 2674983.515625 5982643.359375 "nonbeech"
"1510" 2674994.296875 5982643.359375 "nonbeech"
"1511" 2675005.078125 5982643.359375 "nonbeech"
"1512" 2675015.859375 5982643.359375 "nonbeech"
"1513" 2675026.640625 5982643.359375 "nonbeech"
"1514" 2675037.421875 5982643.359375 "nonbeech"
"1515" 2675048.203125 5982643.359375 "nonbeech"
"1516" 2675058.984375 5982643.359375 "nonbeech"
"1517" 2675069.765625 5982643.359375 "nonbeech"
"1518" 2675080.546875 5982643.359375 "nonbeech"
"1519" 2675091.328125 5982643.359375 "nonbeech"
"1520" 2675102.109375 5982643.359375 "nonbeech"
"1521" 2675112.890625 5982643.359375 "nonbeech"
"1522" 2675123.671875 5982643.359375 "beech"
"1523" 2675134.453125 5982643.359375 "beech"
"1524" 2675145.234375 5982643.359375 "beech"
"1525" 2675156.015625 5982643.359375 "beech"
"1526" 2675166.796875 5982643.359375 "beech"
"1527" 2675177.578125 5982643.359375 "beech"
"1528" 2675188.359375 5982643.359375 "beech"
"1529" 2675199.140625 5982643.359375 "beech"
"1530" 2675209.921875 5982643.359375 "beech"
"1531" 2675220.703125 5982643.359375 "nonbeech"
"1532" 2675231.484375 5982643.359375 "nonbeech"
"1533" 2675242.265625 5982643.359375 "nonbeech"
"1534" 2675253.046875 5982643.359375 "nonbeech"
"1535" 2675263.828125 5982643.359375 "nonbeech"
"1536" 2675274.609375 5982643.359375 "nonbeech"
"1547" 2674703.203125 5982654.140625 "nonbeech"
"1548" 2674713.984375 5982654.140625 "nonbeech"
"1549" 2674724.765625 5982654.140625 "nonbeech"
"1550" 2674735.546875 5982654.140625 "nonbeech"
"1551" 2674746.328125 5982654.140625 "nonbeech"
"1552" 2674757.109375 5982654.140625 "nonbeech"
"1553" 2674767.890625 5982654.140625 "nonbeech"
"1554" 2674778.671875 5982654.140625 "nonbeech"
"1555" 2674789.453125 5982654.140625 "nonbeech"
"1556" 2674800.234375 5982654.140625 "nonbeech"
"1557" 2674811.015625 5982654.140625 "nonbeech"
"1558" 2674821.796875 5982654.140625 "nonbeech"
"1559" 2674832.578125 5982654.140625 "nonbeech"
"1560" 2674843.359375 5982654.140625 "nonbeech"
"1561" 2674854.140625 5982654.140625 "nonbeech"
"1562" 2674864.921875 5982654.140625 "nonbeech"
"1563" 2674875.703125 5982654.140625 "nonbeech"
"1564" 2674886.484375 5982654.140625 "nonbeech"
"1565" 2674897.265625 5982654.140625 "nonbeech"
"1566" 2674908.046875 5982654.140625 "nonbeech"
"1567" 2674918.828125 5982654.140625 "nonbeech"
"1568" 2674929.609375 5982654.140625 "nonbeech"
"1569" 2674940.390625 5982654.140625 "nonbeech"
"1570" 2674951.171875 5982654.140625 "nonbeech"
"1571" 2674961.953125 5982654.140625 "nonbeech"
"1572" 2674972.734375 5982654.140625 "nonbeech"
"1573" 2674983.515625 5982654.140625 "nonbeech"
"1574" 2674994.296875 5982654.140625 "nonbeech"
"1575" 2675005.078125 5982654.140625 "nonbeech"
"1576" 2675015.859375 5982654.140625 "nonbeech"
"1577" 2675026.640625 5982654.140625 "nonbeech"
"1578" 2675037.421875 5982654.140625 "nonbeech"
"1579" 2675048.203125 5982654.140625 "nonbeech"
"1580" 2675058.984375 5982654.140625 "nonbeech"
"1581" 2675069.765625 5982654.140625 "nonbeech"
"1582" 2675080.546875 5982654.140625 "nonbeech"
"1583" 2675091.328125 5982654.140625 "nonbeech"
"1584" 2675102.109375 5982654.140625 "nonbeech"
"1585" 2675112.890625 5982654.140625 "beech"
"1586" 2675123.671875 5982654.140625 "beech"
"1587" 2675134.453125 5982654.140625 "beech"
"1588" 2675145.234375 5982654.140625 "beech"
"1589" 2675156.015625 5982654.140625 "beech"
"1590" 2675166.796875 5982654.140625 "beech"
"1591" 2675177.578125 5982654.140625 "beech"
"1592" 2675188.359375 5982654.140625 "beech"
"1593" 2675199.140625 5982654.140625 "beech"
"1594" 2675209.921875 5982654.140625 "beech"
"1595" 2675220.703125 5982654.140625 "nonbeech"
"1596" 2675231.484375 5982654.140625 "nonbeech"
"1597" 2675242.265625 5982654.140625 "nonbeech"
"1598" 2675253.046875 5982654.140625 "nonbeech"
"1599" 2675263.828125 5982654.140625 "nonbeech"
"1600" 2675274.609375 5982654.140625 "nonbeech"
"1611" 2674703.203125 5982664.921875 "nonbeech"
"1612" 2674713.984375 5982664.921875 "nonbeech"
"1613" 2674724.765625 5982664.921875 "nonbeech"
"1614" 2674735.546875 5982664.921875 "nonbeech"
"1615" 2674746.328125 5982664.921875 "nonbeech"
"1616" 2674757.109375 5982664.921875 "nonbeech"
"1617" 2674767.890625 5982664.921875 "nonbeech"
"1618" 2674778.671875 5982664.921875 "nonbeech"
"1619" 2674789.453125 5982664.921875 "nonbeech"
"1620" 2674800.234375 5982664.921875 "nonbeech"
"1621" 2674811.015625 5982664.921875 "nonbeech"
"1622" 2674821.796875 5982664.921875 "nonbeech"
"1623" 2674832.578125 5982664.921875 "nonbeech"
"1624" 2674843.359375 5982664.921875 "nonbeech"
"1625" 2674854.140625 5982664.921875 "nonbeech"
"1626" 2674864.921875 5982664.921875 "nonbeech"
"1627" 2674875.703125 5982664.921875 "nonbeech"
"1628" 2674886.484375 5982664.921875 "nonbeech"
"1629" 2674897.265625 5982664.921875 "nonbeech"
"1630" 2674908.046875 5982664.921875 "nonbeech"
"1631" 2674918.828125 5982664.921875 "nonbeech"
"1632" 2674929.609375 5982664.921875 "nonbeech"
"1633" 2674940.390625 5982664.921875 "nonbeech"
"1634" 2674951.171875 5982664.921875 "nonbeech"
"1635" 2674961.953125 5982664.921875 "nonbeech"
"1636" 2674972.734375 5982664.921875 "nonbeech"
"1637" 2674983.515625 5982664.921875 "nonbeech"
"1638" 2674994.296875 5982664.921875 "nonbeech"
"1639" 2675005.078125 5982664.921875 "nonbeech"
"1640" 2675015.859375 5982664.921875 "nonbeech"
"1641" 2675026.640625 5982664.921875 "nonbeech"
"1642" 2675037.421875 5982664.921875 "nonbeech"
"1643" 2675048.203125 5982664.921875 "nonbeech"
"1644" 2675058.984375 5982664.921875 "nonbeech"
"1645" 2675069.765625 5982664.921875 "nonbeech"
"1646" 2675080.546875 5982664.921875 "nonbeech"
"1647" 2675091.328125 5982664.921875 "nonbeech"
"1648" 2675102.109375 5982664.921875 "nonbeech"
"1649" 2675112.890625 5982664.921875 "beech"
"1650" 2675123.671875 5982664.921875 "beech"
"1651" 2675134.453125 5982664.921875 "beech"
"1652" 2675145.234375 5982664.921875 "beech"
"1653" 2675156.015625 5982664.921875 "beech"
"1654" 2675166.796875 5982664.921875 "beech"
"1655" 2675177.578125 5982664.921875 "beech"
"1656" 2675188.359375 5982664.921875 "beech"
"1657" 2675199.140625 5982664.921875 "beech"
"1658" 2675209.921875 5982664.921875 "nonbeech"
"1659" 2675220.703125 5982664.921875 "nonbeech"
"1660" 2675231.484375 5982664.921875 "nonbeech"
"1661" 2675242.265625 5982664.921875 "nonbeech"
"1662" 2675253.046875 5982664.921875 "nonbeech"
"1663" 2675263.828125 5982664.921875 "nonbeech"
"1664" 2675274.609375 5982664.921875 "nonbeech"
"1675" 2674703.203125 5982675.703125 "nonbeech"
"1676" 2674713.984375 5982675.703125 "nonbeech"
"1677" 2674724.765625 5982675.703125 "nonbeech"
"1678" 2674735.546875 5982675.703125 "nonbeech"
"1679" 2674746.328125 5982675.703125 "nonbeech"
"1680" 2674757.109375 5982675.703125 "nonbeech"
"1681" 2674767.890625 5982675.703125 "nonbeech"
"1682" 2674778.671875 5982675.703125 "nonbeech"
"1683" 2674789.453125 5982675.703125 "nonbeech"
"1684" 2674800.234375 5982675.703125 "nonbeech"
"1685" 2674811.015625 5982675.703125 "nonbeech"
"1686" 2674821.796875 5982675.703125 "nonbeech"
"1687" 2674832.578125 5982675.703125 "nonbeech"
"1688" 2674843.359375 5982675.703125 "nonbeech"
"1689" 2674854.140625 5982675.703125 "nonbeech"
"1690" 2674864.921875 5982675.703125 "nonbeech"
"1691" 2674875.703125 5982675.703125 "nonbeech"
"1692" 2674886.484375 5982675.703125 "nonbeech"
"1693" 2674897.265625 5982675.703125 "nonbeech"
"1694" 2674908.046875 5982675.703125 "nonbeech"
"1695" 2674918.828125 5982675.703125 "nonbeech"
"1696" 2674929.609375 5982675.703125 "nonbeech"
"1697" 2674940.390625 5982675.703125 "nonbeech"
"1698" 2674951.171875 5982675.703125 "nonbeech"
"1699" 2674961.953125 5982675.703125 "nonbeech"
"1700" 2674972.734375 5982675.703125 "nonbeech"
"1701" 2674983.515625 5982675.703125 "nonbeech"
"1702" 2674994.296875 5982675.703125 "nonbeech"
"1703" 2675005.078125 5982675.703125 "nonbeech"
"1704" 2675015.859375 5982675.703125 "nonbeech"
"1705" 2675026.640625 5982675.703125 "nonbeech"
"1706" 2675037.421875 5982675.703125 "nonbeech"
"1707" 2675048.203125 5982675.703125 "nonbeech"
"1708" 2675058.984375 5982675.703125 "nonbeech"
"1709" 2675069.765625 5982675.703125 "nonbeech"
"1710" 2675080.546875 5982675.703125 "nonbeech"
"1711" 2675091.328125 5982675.703125 "nonbeech"
"1712" 2675102.109375 5982675.703125 "nonbeech"
"1713" 2675112.890625 5982675.703125 "nonbeech"
"1714" 2675123.671875 5982675.703125 "beech"
"1715" 2675134.453125 5982675.703125 "beech"
"1716" 2675145.234375 5982675.703125 "beech"
"1717" 2675156.015625 5982675.703125 "beech"
"1718" 2675166.796875 5982675.703125 "nonbeech"
"1719" 2675177.578125 5982675.703125 "nonbeech"
"1720" 2675188.359375 5982675.703125 "beech"
"1721" 2675199.140625 5982675.703125 "beech"
"1722" 2675209.921875 5982675.703125 "nonbeech"
"1723" 2675220.703125 5982675.703125 "nonbeech"
"1724" 2675231.484375 5982675.703125 "nonbeech"
"1725" 2675242.265625 5982675.703125 "nonbeech"
"1726" 2675253.046875 5982675.703125 "nonbeech"
"1727" 2675263.828125 5982675.703125 "nonbeech"
"1728" 2675274.609375 5982675.703125 "nonbeech"
"1739" 2674703.203125 5982686.484375 "nonbeech"
"1740" 2674713.984375 5982686.484375 "nonbeech"
"1741" 2674724.765625 5982686.484375 "nonbeech"
"1742" 2674735.546875 5982686.484375 "nonbeech"
"1743" 2674746.328125 5982686.484375 "nonbeech"
"1744" 2674757.109375 5982686.484375 "nonbeech"
"1745" 2674767.890625 5982686.484375 "nonbeech"
"1746" 2674778.671875 5982686.484375 "nonbeech"
"1747" 2674789.453125 5982686.484375 "nonbeech"
"1748" 2674800.234375 5982686.484375 "nonbeech"
"1749" 2674811.015625 5982686.484375 "nonbeech"
"1750" 2674821.796875 5982686.484375 "nonbeech"
"1751" 2674832.578125 5982686.484375 "nonbeech"
"1752" 2674843.359375 5982686.484375 "nonbeech"
"1753" 2674854.140625 5982686.484375 "nonbeech"
"1754" 2674864.921875 5982686.484375 "nonbeech"
"1755" 2674875.703125 5982686.484375 "nonbeech"
"1756" 2674886.484375 5982686.484375 "nonbeech"
"1757" 2674897.265625 5982686.484375 "nonbeech"
"1758" 2674908.046875 5982686.484375 "nonbeech"
"1759" 2674918.828125 5982686.484375 "nonbeech"
"1760" 2674929.609375 5982686.484375 "nonbeech"
"1761" 2674940.390625 5982686.484375 "nonbeech"
"1762" 2674951.171875 5982686.484375 "nonbeech"
"1763" 2674961.953125 5982686.484375 "nonbeech"
"1764" 2674972.734375 5982686.484375 "nonbeech"
"1765" 2674983.515625 5982686.484375 "nonbeech"
"1766" 2674994.296875 5982686.484375 "nonbeech"
"1767" 2675005.078125 5982686.484375 "nonbeech"
"1768" 2675015.859375 5982686.484375 "nonbeech"
"1769" 2675026.640625 5982686.484375 "nonbeech"
"1770" 2675037.421875 5982686.484375 "nonbeech"
"1771" 2675048.203125 5982686.484375 "nonbeech"
"1772" 2675058.984375 5982686.484375 "nonbeech"
"1773" 2675069.765625 5982686.484375 "nonbeech"
"1774" 2675080.546875 5982686.484375 "nonbeech"
"1775" 2675091.328125 5982686.484375 "nonbeech"
"1776" 2675102.109375 5982686.484375 "nonbeech"
"1777" 2675112.890625 5982686.484375 "nonbeech"
"1778" 2675123.671875 5982686.484375 "nonbeech"
"1779" 2675134.453125 5982686.484375 "beech"
"1780" 2675145.234375 5982686.484375 "beech"
"1781" 2675156.015625 5982686.484375 "beech"
"1782" 2675166.796875 5982686.484375 "nonbeech"
"1783" 2675177.578125 5982686.484375 "nonbeech"
"1784" 2675188.359375 5982686.484375 "beech"
"1785" 2675199.140625 5982686.484375 "nonbeech"
"1786" 2675209.921875 5982686.484375 "nonbeech"
"1787" 2675220.703125 5982686.484375 "nonbeech"
"1788" 2675231.484375 5982686.484375 "nonbeech"
"1789" 2675242.265625 5982686.484375 "nonbeech"
"1790" 2675253.046875 5982686.484375 "nonbeech"
"1791" 2675263.828125 5982686.484375 "nonbeech"
"1792" 2675274.609375 5982686.484375 "nonbeech"
"1803" 2674703.203125 5982697.265625 "nonbeech"
"1804" 2674713.984375 5982697.265625 "nonbeech"
"1805" 2674724.765625 5982697.265625 "nonbeech"
"1806" 2674735.546875 5982697.265625 "nonbeech"
"1807" 2674746.328125 5982697.265625 "nonbeech"
"1808" 2674757.109375 5982697.265625 "nonbeech"
"1809" 2674767.890625 5982697.265625 "nonbeech"
"1810" 2674778.671875 5982697.265625 "nonbeech"
"1811" 2674789.453125 5982697.265625 "nonbeech"
"1812" 2674800.234375 5982697.265625 "nonbeech"
"1813" 2674811.015625 5982697.265625 "nonbeech"
"1814" 2674821.796875 5982697.265625 "nonbeech"
"1815" 2674832.578125 5982697.265625 "nonbeech"
"1816" 2674843.359375 5982697.265625 "nonbeech"
"1817" 2674854.140625 5982697.265625 "nonbeech"
"1818" 2674864.921875 5982697.265625 "nonbeech"
"1819" 2674875.703125 5982697.265625 "nonbeech"
"1820" 2674886.484375 5982697.265625 "nonbeech"
"1821" 2674897.265625 5982697.265625 "nonbeech"
"1822" 2674908.046875 5982697.265625 "nonbeech"
"1823" 2674918.828125 5982697.265625 "nonbeech"
"1824" 2674929.609375 5982697.265625 "nonbeech"
"1825" 2674940.390625 5982697.265625 "nonbeech"
"1826" 2674951.171875 5982697.265625 "nonbeech"
"1827" 2674961.953125 5982697.265625 "nonbeech"
"1828" 2674972.734375 5982697.265625 "nonbeech"
"1829" 2674983.515625 5982697.265625 "nonbeech"
"1830" 2674994.296875 5982697.265625 "nonbeech"
"1831" 2675005.078125 5982697.265625 "nonbeech"
"1832" 2675015.859375 5982697.265625 "nonbeech"
"1833" 2675026.640625 5982697.265625 "nonbeech"
"1834" 2675037.421875 5982697.265625 "nonbeech"
"1835" 2675048.203125 5982697.265625 "nonbeech"
"1836" 2675058.984375 5982697.265625 "nonbeech"
"1837" 2675069.765625 5982697.265625 "nonbeech"
"1838" 2675080.546875 5982697.265625 "nonbeech"
"1839" 2675091.328125 5982697.265625 "nonbeech"
"1840" 2675102.109375 5982697.265625 "nonbeech"
"1841" 2675112.890625 5982697.265625 "nonbeech"
"1842" 2675123.671875 5982697.265625 "nonbeech"
"1843" 2675134.453125 5982697.265625 "beech"
"1844" 2675145.234375 5982697.265625 "beech"
"1845" 2675156.015625 5982697.265625 "beech"
"1846" 2675166.796875 5982697.265625 "nonbeech"
"1847" 2675177.578125 5982697.265625 "nonbeech"
"1848" 2675188.359375 5982697.265625 "nonbeech"
"1849" 2675199.140625 5982697.265625 "nonbeech"
"1850" 2675209.921875 5982697.265625 "nonbeech"
"1851" 2675220.703125 5982697.265625 "nonbeech"
"1852" 2675231.484375 5982697.265625 "nonbeech"
"1853" 2675242.265625 5982697.265625 "nonbeech"
"1854" 2675253.046875 5982697.265625 "nonbeech"
"1855" 2675263.828125 5982697.265625 "nonbeech"
"1856" 2675274.609375 5982697.265625 "nonbeech"
"1867" 2674703.203125 5982708.046875 "nonbeech"
"1868" 2674713.984375 5982708.046875 "nonbeech"
"1869" 2674724.765625 5982708.046875 "nonbeech"
"1870" 2674735.546875 5982708.046875 "nonbeech"
"1871" 2674746.328125 5982708.046875 "nonbeech"
"1872" 2674757.109375 5982708.046875 "nonbeech"
"1873" 2674767.890625 5982708.046875 "nonbeech"
"1874" 2674778.671875 5982708.046875 "nonbeech"
"1875" 2674789.453125 5982708.046875 "nonbeech"
"1876" 2674800.234375 5982708.046875 "nonbeech"
"1877" 2674811.015625 5982708.046875 "nonbeech"
"1878" 2674821.796875 5982708.046875 "nonbeech"
"1879" 2674832.578125 5982708.046875 "nonbeech"
"1880" 2674843.359375 5982708.046875 "nonbeech"
"1881" 2674854.140625 5982708.046875 "nonbeech"
"1882" 2674864.921875 5982708.046875 "nonbeech"
"1883" 2674875.703125 5982708.046875 "nonbeech"
"1884" 2674886.484375 5982708.046875 "nonbeech"
"1885" 2674897.265625 5982708.046875 "nonbeech"
"1886" 2674908.046875 5982708.046875 "nonbeech"
"1887" 2674918.828125 5982708.046875 "nonbeech"
"1888" 2674929.609375 5982708.046875 "nonbeech"
"1889" 2674940.390625 5982708.046875 "nonbeech"
"1890" 2674951.171875 5982708.046875 "nonbeech"
"1891" 2674961.953125 5982708.046875 "nonbeech"
"1892" 2674972.734375 5982708.046875 "nonbeech"
"1893" 2674983.515625 5982708.046875 "nonbeech"
"1894" 2674994.296875 5982708.046875 "nonbeech"
"1895" 2675005.078125 5982708.046875 "nonbeech"
"1896" 2675015.859375 5982708.046875 "nonbeech"
"1897" 2675026.640625 5982708.046875 "nonbeech"
"1898" 2675037.421875 5982708.046875 "nonbeech"
"1899" 2675048.203125 5982708.046875 "nonbeech"
"1900" 2675058.984375 5982708.046875 "nonbeech"
"1901" 2675069.765625 5982708.046875 "nonbeech"
"1902" 2675080.546875 5982708.046875 "nonbeech"
"1903" 2675091.328125 5982708.046875 "nonbeech"
"1904" 2675102.109375 5982708.046875 "nonbeech"
"1905" 2675112.890625 5982708.046875 "nonbeech"
"1906" 2675123.671875 5982708.046875 "beech"
"1907" 2675134.453125 5982708.046875 "beech"
"1908" 2675145.234375 5982708.046875 "beech"
"1909" 2675156.015625 5982708.046875 "beech"
"1910" 2675166.796875 5982708.046875 "nonbeech"
"1911" 2675177.578125 5982708.046875 "nonbeech"
"1912" 2675188.359375 5982708.046875 "nonbeech"
"1913" 2675199.140625 5982708.046875 "nonbeech"
"1914" 2675209.921875 5982708.046875 "nonbeech"
"1915" 2675220.703125 5982708.046875 "nonbeech"
"1916" 2675231.484375 5982708.046875 "nonbeech"
"1917" 2675242.265625 5982708.046875 "nonbeech"
"1918" 2675253.046875 5982708.046875 "nonbeech"
"1919" 2675263.828125 5982708.046875 "nonbeech"
"1920" 2675274.609375 5982708.046875 "nonbeech"
"1924" 2674627.734375 5982718.828125 "nonbeech"
"1931" 2674703.203125 5982718.828125 "nonbeech"
"1932" 2674713.984375 5982718.828125 "nonbeech"
"1933" 2674724.765625 5982718.828125 "nonbeech"
"1934" 2674735.546875 5982718.828125 "nonbeech"
"1935" 2674746.328125 5982718.828125 "nonbeech"
"1936" 2674757.109375 5982718.828125 "nonbeech"
"1937" 2674767.890625 5982718.828125 "nonbeech"
"1938" 2674778.671875 5982718.828125 "nonbeech"
"1939" 2674789.453125 5982718.828125 "nonbeech"
